annotator_id,value,sim_rating,id1,id2,pair_id
3748343,Apenas existe similitud,2,35331,21856,35331_21856
3748343,Apenas existe similitud,2,30582,3071,30582_3071
3748353,Apenas existe similitud,2,28616,36132,28616_36132
3748343,Completamente diferente,1,55093,24450,55093_24450
3748380,Poca similitud,3,5439,25639,5439_25639
3748380,Completamente diferente,1,15357,34125,15357_34125
3748343,Completamente diferente,1,8851,29590,8851_29590
3748353,Apenas existe similitud,2,24369,59899,24369_59899
3748377,Completamente diferente,1,66730,55236,66730_55236
3748343,Similitud básic,4,34125,6632,34125_6632
3748382,Completamente diferente,1,37844,46366,37844_46366
3748343,Apenas existe similitud,2,19354,2134,19354_2134
3748368,Similitud básic,4,14975,36583,14975_36583
3748343,Apenas existe similitud,2,22840,12971,22840_12971
3748377,Completamente diferente,1,6632,55236,6632_55236
3748343,Apenas existe similitud,2,27790,25639,27790_25639
3748377,Completamente diferente,1,66730,36583,66730_36583
3748388,Completamente diferente,1,28437,6632,28437_6632
3748355,Completamente diferente,1,33088,6632,33088_6632
3748368,Completamente diferente,1,14251,46366,14251_46366
3748353,Completamente diferente,1,29590,19929,29590_19929
3748343,Apenas existe similitud,2,5439,235,5439_235
3748343,Apenas existe similitud,2,3348,7727,3348_7727
3748377,Poca similitud,3,7291,11142,7291_11142
3748342,Poca similitud,3,76075,24450,76075_24450
3748348,Apenas existe similitud,2,21856,36583,21856_36583
3748380,Completamente diferente,1,66730,31841,66730_31841
3748343,Apenas existe similitud,2,62264,10052,62264_10052
3748368,Completamente diferente,1,66730,16872,66730_16872
3748343,Apenas existe similitud,2,28437,25639,28437_25639
3748368,Completamente diferente,1,37461,25047,37461_25047
3748377,Similitud básic,4,31841,19929,31841_19929
3748382,Completamente diferente,1,66730,3348,66730_3348
3748343,Apenas existe similitud,2,3071,72281,3071_72281
3748343,Completamente diferente,1,8863,29590,8863_29590
3748343,Completamente diferente,1,34125,38000,34125_38000
3748386,Apenas existe similitud,2,3071,11068,3071_11068
3748342,Apenas existe similitud,2,10842,38000,10842_38000
3748376,Apenas existe similitud,2,34119,27790,34119_27790
3748348,Apenas existe similitud,2,31722,19354,31722_19354
3748343,Apenas existe similitud,2,37485,10052,37485_10052
3748387,Similitud básic,4,14251,19929,14251_19929
3748343,Apenas existe similitud,2,28437,48054,28437_48054
3748380,Completamente diferente,1,14251,25047,14251_25047
3748376,Apenas existe similitud,2,3348,37741,3348_37741
3748387,Completamente diferente,1,66730,11142,66730_11142
3748348,Completamente diferente,1,29590,6632,29590_6632
3748377,Completamente diferente,1,37844,36132,37844_36132
3748343,Apenas existe similitud,2,37485,3071,37485_3071
3748343,Apenas existe similitud,2,30582,8842,30582_8842
3748346,Completamente diferente,1,30582,25639,30582_25639
3748343,Apenas existe similitud,2,34119,10052,34119_10052
3748368,Apenas existe similitud,2,35331,12971,35331_12971
3748353,Completamente diferente,1,66730,76479,66730_76479
3748378,Apenas existe similitud,2,28616,7291,28616_7291
3748343,Completamente diferente,1,7291,29590,7291_29590
3748368,Completamente diferente,1,8842,34125,8842_34125
3748342,Apenas existe similitud,2,37485,8842,37485_8842
3748380,Poca similitud,3,33088,62264,33088_62264
3748377,Completamente diferente,1,26165,12476,26165_12476
3748377,Completamente diferente,1,66730,22840,66730_22840
3748343,Apenas existe similitud,2,37461,72281,37461_72281
3748343,Apenas existe similitud,2,21227,1868,21227_1868
3748387,Poca similitud,3,15357,14975,15357_14975
3748343,Completamente diferente,1,66730,15357,66730_15357
3748343,Apenas existe similitud,2,16987,76075,16987_76075
3748380,Completamente diferente,1,55093,16872,55093_16872
3748387,Completamente diferente,1,5088,46366,5088_46366
3748343,Apenas existe similitud,2,8719,12476,8719_12476
3748353,Completamente diferente,1,35331,25047,35331_25047
3748382,Apenas existe similitud,2,48054,38000,48054_38000
3748343,Apenas existe similitud,2,8719,11068,8719_11068
3748377,Completamente diferente,1,66730,8851,66730_8851
3748343,Apenas existe similitud,2,33902,15357,33902_15357
3748353,Completamente diferente,1,34125,12476,34125_12476
3748348,Apenas existe similitud,2,15357,38000,15357_38000
3748377,Similitud Sobresaliente,6,25639,16872,25639_16872
3748348,Completamente diferente,1,66730,62264,66730_62264
3748382,Completamente diferente,1,26165,7291,26165_7291
3748343,Apenas existe similitud,2,5439,37461,5439_37461
3748343,Apenas existe similitud,2,32204,14975,32204_14975
3748355,Completamente diferente,1,29590,11142,29590_11142
3748343,Completamente diferente,1,27446,34125,27446_34125
3748353,Completamente diferente,1,29590,24450,29590_24450
3748346,Poca similitud,3,22822,12971,22822_12971
3748348,Poca similitud,3,37485,1868,37485_1868
3748343,Completamente diferente,1,37461,26165,37461_26165
3748377,Completamente diferente,1,8851,46366,8851_46366
3748343,Completamente diferente,1,66730,72281,66730_72281
3748353,Completamente diferente,1,24450,12476,24450_12476
3748343,Completamente diferente,1,52438,29590,52438_29590
3748377,Completamente diferente,1,22840,46366,22840_46366
3748343,Completamente diferente,1,37194,25047,37194_25047
3748343,Apenas existe similitud,2,15357,38000,15357_38000
3748343,Completamente diferente,1,55093,235,55093_235
3748343,Apenas existe similitud,2,8842,8863,8842_8863
3748377,Completamente diferente,1,26165,11068,26165_11068
3748368,Completamente diferente,1,24369,29590,24369_29590
3748346,Completamente diferente,1,35331,31841,35331_31841
3748343,Apenas existe similitud,2,11142,38000,11142_38000
3748380,Completamente diferente,1,66730,46366,66730_46366
3748387,Apenas existe similitud,2,24369,59899,24369_59899
3748343,Poca similitud,3,59899,9975,59899_9975
3748355,Completamente diferente,1,15357,34125,15357_34125
3748380,Completamente diferente,1,55093,8842,55093_8842
3748343,Apenas existe similitud,2,3348,31722,3348_31722
3748382,Completamente diferente,1,66730,8863,66730_8863
3748387,Completamente diferente,1,28437,26165,28437_26165
3748343,Poca similitud,3,52438,22822,52438_22822
3748343,Poca similitud,3,31722,3071,31722_3071
3748368,Poca similitud,3,29094,12476,29094_12476
3748382,Completamente diferente,1,66730,7291,66730_7291
3748377,Completamente diferente,1,66730,11142,66730_11142
3748343,Apenas existe similitud,2,22822,48594,22822_48594
3748343,Apenas existe similitud,2,24369,2134,24369_2134
3748387,Poca similitud,3,19354,7291,19354_7291
3748368,Completamente diferente,1,37461,29590,37461_29590
3748343,Completamente diferente,1,66730,1868,66730_1868
3748377,Completamente diferente,1,69790,34125,69790_34125
3748343,Completamente diferente,1,33088,46366,33088_46366
3748353,Poca similitud,3,16987,25047,16987_25047
3748346,Apenas existe similitud,2,37485,55236,37485_55236
3748376,Completamente diferente,1,27446,6632,27446_6632
3748343,Apenas existe similitud,2,36132,9975,36132_9975
3748382,Completamente diferente,1,59899,19354,59899_19354
3748376,Apenas existe similitud,2,14251,14975,14251_14975
3748353,Completamente diferente,1,66730,15357,66730_15357
3748377,Completamente diferente,1,69790,55093,69790_55093
3748382,Completamente diferente,1,69790,24369,69790_24369
3748368,Apenas existe similitud,2,37741,52438,37741_52438
3748343,Apenas existe similitud,2,37844,235,37844_235
3748343,Completamente diferente,1,46366,22822,46366_22822
3748377,Similitud básic,4,52438,14975,52438_14975
3748343,Completamente diferente,1,66730,33088,66730_33088
3748377,Completamente diferente,1,69790,6632,69790_6632
3748343,Apenas existe similitud,2,37741,52438,37741_52438
3748380,Apenas existe similitud,2,30582,12476,30582_12476
3748380,Completamente diferente,1,62264,46366,62264_46366
3748343,Apenas existe similitud,2,35331,72281,35331_72281
3748343,Apenas existe similitud,2,62264,11142,62264_11142
3748377,Completamente diferente,1,30582,25639,30582_25639
3748376,Apenas existe similitud,2,31722,21227,31722_21227
3748343,Apenas existe similitud,2,235,16872,235_16872
3748380,Poca similitud,3,76075,62264,76075_62264
3748343,Apenas existe similitud,2,36132,11142,36132_11142
3748382,Similitud básic,4,52438,14975,52438_14975
3748368,Poca similitud,3,31722,3071,31722_3071
3748377,Apenas existe similitud,2,48054,37741,48054_37741
3748380,Completamente diferente,1,29094,29590,29094_29590
3748377,Apenas existe similitud,2,29094,48594,29094_48594
3748343,Poca similitud,3,16987,11068,16987_11068
3748376,Apenas existe similitud,2,33902,8719,33902_8719
3748382,Completamente diferente,1,10842,12476,10842_12476
3748382,Completamente diferente,1,27446,29590,27446_29590
3748377,Poca similitud,3,33902,36132,33902_36132
3748343,Apenas existe similitud,2,25639,14975,25639_14975
3748346,Apenas existe similitud,2,69868,25047,69868_25047
3748343,Apenas existe similitud,2,28616,59899,28616_59899
3748343,Apenas existe similitud,2,76075,7291,76075_7291
3748377,Poca similitud,3,69790,22822,69790_22822
3748348,Apenas existe similitud,2,12971,38000,12971_38000
3748382,Completamente diferente,1,55093,235,55093_235
3748380,Completamente diferente,1,35331,15357,35331_15357
3748346,Apenas existe similitud,2,72281,19929,72281_19929
3748382,Completamente diferente,1,33902,46366,33902_46366
3748342,Completamente diferente,1,9975,34125,9975_34125
3748343,Poca similitud,3,9975,24450,9975_24450
3748343,Apenas existe similitud,2,37844,76479,37844_76479
3748343,Completamente diferente,1,26165,12971,26165_12971
3748346,Completamente diferente,1,34119,29590,34119_29590
3748343,Completamente diferente,1,28616,34125,28616_34125
3748377,Completamente diferente,1,37844,29590,37844_29590
3748380,Completamente diferente,1,27790,6632,27790_6632
3748342,Similitud básic,4,235,19354,235_19354
3748368,Similitud básic,4,235,52438,235_52438
3748343,Completamente diferente,1,55093,37194,55093_37194
3748343,Completamente diferente,1,46366,8863,46366_8863
3748377,Apenas existe similitud,2,16987,9975,16987_9975
3748342,Completamente diferente,1,66730,7727,66730_7727
3748343,Completamente diferente,1,66730,12476,66730_12476
3748343,Apenas existe similitud,2,69790,11142,69790_11142
3748391,Completamente diferente,1,55093,32204,55093_32204
3748343,Apenas existe similitud,2,10842,11068,10842_11068
3748343,Apenas existe similitud,2,37485,27790,37485_27790
3748343,Completamente diferente,1,6632,48594,6632_48594
3748391,Completamente diferente,1,38000,25047,38000_25047
3748377,Completamente diferente,1,76479,59899,76479_59899
3748343,Apenas existe similitud,2,28616,32204,28616_32204
3748348,Poca similitud,3,36132,69868,36132_69868
3748343,Apenas existe similitud,2,37485,16872,37485_16872
3748377,Poca similitud,3,27790,37194,27790_37194
3748343,Apenas existe similitud,2,5439,8719,5439_8719
3748380,Poca similitud,3,8842,36583,8842_36583
3748368,Apenas existe similitud,2,5439,12476,5439_12476
3748343,Completamente diferente,1,55093,26165,55093_26165
3748377,Completamente diferente,1,3348,25047,3348_25047
3748343,Completamente diferente,1,55093,38000,55093_38000
3748376,Apenas existe similitud,2,76075,22840,76075_22840
3748355,Similitud notable /faltan detalles,5,37844,48594,37844_48594
3748391,Apenas existe similitud,2,36132,9975,36132_9975
3748368,Apenas existe similitud,2,33088,21856,33088_21856
3748343,Apenas existe similitud,2,37416,37194,37416_37194
3748380,Completamente diferente,1,66730,72281,66730_72281
3748343,Apenas existe similitud,2,235,8863,235_8863
3748377,Completamente diferente,1,24369,46366,24369_46366
3748376,Poca similitud,3,5088,15357,5088_15357
3748343,Apenas existe similitud,2,24369,19929,24369_19929
3748377,Completamente diferente,1,10842,12476,10842_12476
3748343,Apenas existe similitud,2,7291,24450,7291_24450
3748382,Apenas existe similitud,2,32204,55236,32204_55236
3748343,Completamente diferente,1,28437,26165,28437_26165
3748346,Poca similitud,3,37485,10052,37485_10052
3748382,Completamente diferente,1,33902,29590,33902_29590
3748376,Poca similitud,3,19354,22822,19354_22822
3748357,Completamente diferente,1,10842,34125,10842_34125
3748391,Poca similitud,3,235,16872,235_16872
3748343,Poca similitud,3,11068,12476,11068_12476
3748376,Apenas existe similitud,2,22840,38000,22840_38000
3748342,Completamente diferente,1,235,25047,235_25047
3748382,Completamente diferente,1,36132,25047,36132_25047
3748343,Apenas existe similitud,2,3348,7291,3348_7291
3748348,Completamente diferente,1,16987,34125,16987_34125
3748377,Poca similitud,3,26165,2134,26165_2134
3748377,Completamente diferente,1,66730,26165,66730_26165
3748343,Apenas existe similitud,2,29094,30582,29094_30582
3748380,Completamente diferente,1,59899,46366,59899_46366
3748343,Apenas existe similitud,2,28616,36132,28616_36132
3748343,Completamente diferente,1,32204,25047,32204_25047
3748343,Apenas existe similitud,2,15357,36583,15357_36583
3748382,Completamente diferente,1,7727,29590,7727_29590
3748343,Apenas existe similitud,2,37485,36132,37485_36132
3748348,Completamente diferente,1,7727,48594,7727_48594
3748343,Apenas existe similitud,2,28437,37461,28437_37461
3748348,Completamente diferente,1,34125,37194,34125_37194
3748382,Poca similitud,3,22840,12971,22840_12971
3748348,Poca similitud,3,235,8863,235_8863
3748342,Poca similitud,3,1868,59899,1868_59899
3748391,Apenas existe similitud,2,34119,21227,34119_21227
3748386,Poca similitud,3,37485,7727,37485_7727
3748343,Apenas existe similitud,2,35331,55236,35331_55236
3748343,Apenas existe similitud,2,31841,55236,31841_55236
3748368,Apenas existe similitud,2,69790,22822,69790_22822
3748377,Completamente diferente,1,48054,21856,48054_21856
3748343,Apenas existe similitud,2,62264,32204,62264_32204
3748380,Completamente diferente,1,66730,55093,66730_55093
3748368,Apenas existe similitud,2,37461,37194,37461_37194
3748391,Apenas existe similitud,2,3348,7727,3348_7727
3748343,Apenas existe similitud,2,76479,15357,76479_15357
3748391,Completamente diferente,1,35331,26165,35331_26165
3748368,Poca similitud,3,33902,15357,33902_15357
3748342,Completamente diferente,1,66730,38000,66730_38000
3748391,Completamente diferente,1,5088,19929,5088_19929
3748342,Completamente diferente,1,16987,37416,16987_37416
3748368,Apenas existe similitud,2,3071,2134,3071_2134
3748343,Apenas existe similitud,2,27790,69868,27790_69868
3748391,Completamente diferente,1,8842,76479,8842_76479
3748355,Apenas existe similitud,2,32204,22822,32204_22822
3748343,Completamente diferente,1,8842,34125,8842_34125
3748343,Completamente diferente,1,66730,21227,66730_21227
3748343,Apenas existe similitud,2,25639,10052,25639_10052
3748391,Apenas existe similitud,2,5439,8719,5439_8719
3748357,Apenas existe similitud,2,37461,24450,37461_24450
3748343,Apenas existe similitud,2,69790,37416,69790_37416
3748357,Similitud notable /faltan detalles,5,16872,14975,16872_14975
3748380,Completamente diferente,1,16872,6632,16872_6632
3748342,Completamente diferente,1,33902,35331,33902_35331
3748343,Completamente diferente,1,16987,37416,16987_37416
3748343,Completamente diferente,1,10052,29590,10052_29590
3748357,Poca similitud,3,37461,37416,37461_37416
3748377,Poca similitud,3,28616,34119,28616_34119
3748382,Completamente diferente,1,28437,36583,28437_36583
3748343,Completamente diferente,1,66730,37194,66730_37194
3748391,Apenas existe similitud,2,25639,72281,25639_72281
3748343,Apenas existe similitud,2,5439,27790,5439_27790
3748343,Completamente diferente,1,8851,46366,8851_46366
3748380,Completamente diferente,1,8863,29590,8863_29590
3748377,Poca similitud,3,31722,7727,31722_7727
3748342,Completamente diferente,1,14251,29590,14251_29590
3748368,Poca similitud,3,7291,14975,7291_14975
3748342,Apenas existe similitud,2,10052,21856,10052_21856
3748368,Apenas existe similitud,2,10842,38000,10842_38000
3748376,Apenas existe similitud,2,5439,8863,5439_8863
3748343,Apenas existe similitud,2,8842,10052,8842_10052
3748368,Poca similitud,3,48054,38000,48054_38000
3748343,Completamente diferente,1,66730,19354,66730_19354
3748368,Completamente diferente,1,29590,19929,29590_19929
3748348,Apenas existe similitud,2,3071,11068,3071_11068
3748343,Completamente diferente,1,46366,37194,46366_37194
3748377,Poca similitud,3,33088,52438,33088_52438
3748380,Completamente diferente,1,28616,46366,28616_46366
3748343,Completamente diferente,1,76479,34125,76479_34125
3748380,Apenas existe similitud,2,35331,8719,35331_8719
3748343,Apenas existe similitud,2,3348,22840,3348_22840
3748357,Apenas existe similitud,2,36132,9975,36132_9975
3748348,Apenas existe similitud,2,37485,55236,37485_55236
3748342,Poca similitud,3,5439,19929,5439_19929
3748342,Completamente diferente,1,66730,8863,66730_8863
3748377,Completamente diferente,1,6632,48594,6632_48594
3748343,Completamente diferente,1,29590,24450,29590_24450
3748342,Completamente diferente,1,66730,16872,66730_16872
3748392,Similitud básic,4,29094,24450,29094_24450
3748391,Completamente diferente,1,69790,24369,69790_24369
3748377,Completamente diferente,1,24450,12476,24450_12476
3748343,Apenas existe similitud,2,1868,11142,1868_11142
3748368,Apenas existe similitud,2,28437,48054,28437_48054
3748343,Apenas existe similitud,2,37485,59899,37485_59899
3748377,Completamente diferente,1,34119,46366,34119_46366
3748380,Completamente diferente,1,37194,25047,37194_25047
3748355,Completamente diferente,1,55093,24369,55093_24369
3748343,Poca similitud,3,19354,22822,19354_22822
3748380,Apenas existe similitud,2,37416,38000,37416_38000
3748377,Completamente diferente,1,6632,25047,6632_25047
3748389,Completamente diferente,1,37844,26165,37844_26165
3748376,Apenas existe similitud,2,38000,48594,38000_48594
3748382,Apenas existe similitud,2,30582,15357,30582_15357
3748378,Apenas existe similitud,2,5439,12476,5439_12476
3748389,Completamente diferente,1,48054,25047,48054_25047
3748343,Apenas existe similitud,2,1868,59899,1868_59899
3748380,Poca similitud,3,76075,11142,76075_11142
3748377,Similitud básic,4,37416,36583,37416_36583
3748346,Apenas existe similitud,2,5439,11142,5439_11142
3748343,Apenas existe similitud,2,16987,52438,16987_52438
3748377,Apenas existe similitud,2,37741,1868,37741_1868
3748391,Completamente diferente,1,66730,38000,66730_38000
3748382,Completamente diferente,1,31722,25047,31722_25047
3748343,Apenas existe similitud,2,29094,72281,29094_72281
3748377,Apenas existe similitud,2,62264,9975,62264_9975
3748391,Completamente diferente,1,69790,34125,69790_34125
3748343,Completamente diferente,1,35331,46366,35331_46366
3748380,Completamente diferente,1,9975,34125,9975_34125
3748386,Apenas existe similitud,2,35331,37194,35331_37194
3748343,Completamente diferente,1,34125,11142,34125_11142
3748343,Completamente diferente,1,55093,16872,55093_16872
3748343,Apenas existe similitud,2,33088,21856,33088_21856
3748343,Apenas existe similitud,2,5439,76075,5439_76075
3748342,Completamente diferente,1,29094,59899,29094_59899
3748382,Apenas existe similitud,2,48054,8842,48054_8842
3748343,Apenas existe similitud,2,37461,19929,37461_19929
3748346,Poca similitud,3,235,8863,235_8863
3748343,Apenas existe similitud,2,3348,34119,3348_34119
3748343,Apenas existe similitud,2,48054,19354,48054_19354
3748343,Completamente diferente,1,62264,48594,62264_48594
3748382,Completamente diferente,1,55093,24450,55093_24450
3748343,Apenas existe similitud,2,35331,11142,35331_11142
3748377,Apenas existe similitud,2,32204,55236,32204_55236
3748343,Apenas existe similitud,2,32204,22822,32204_22822
3748382,Completamente diferente,1,66730,3071,66730_3071
3748348,Apenas existe similitud,2,37485,235,37485_235
3748343,Apenas existe similitud,2,48054,22840,48054_22840
3748377,Apenas existe similitud,2,16987,52438,16987_52438
3748343,Apenas existe similitud,2,28437,76479,28437_76479
3748343,Apenas existe similitud,2,28437,14975,28437_14975
3748343,Poca similitud,3,16872,3071,16872_3071
3748343,Apenas existe similitud,2,69790,38000,69790_38000
3748377,Completamente diferente,1,3348,46366,3348_46366
3748343,Apenas existe similitud,2,21856,12971,21856_12971
3748343,Apenas existe similitud,2,10052,10842,10052_10842
3748343,Apenas existe similitud,2,33088,24450,33088_24450
3748368,Apenas existe similitud,2,32204,37194,32204_37194
3748342,Completamente diferente,1,37461,26165,37461_26165
3748342,Poca similitud,3,25639,72281,25639_72281
3748342,Apenas existe similitud,2,37461,37194,37461_37194
3748343,Apenas existe similitud,2,37741,1868,37741_1868
3748343,Apenas existe similitud,2,34119,10842,34119_10842
3748378,Similitud básic,4,37416,34119,37416_34119
3748343,Completamente diferente,1,28437,34125,28437_34125
3748343,Apenas existe similitud,2,10052,21856,10052_21856
3748343,Completamente diferente,1,76479,59899,76479_59899
3748343,Completamente diferente,1,34125,37194,34125_37194
3748377,Completamente diferente,1,27790,6632,27790_6632
3748377,Completamente diferente,1,28437,34125,28437_34125
3748343,Completamente diferente,1,26165,24369,26165_24369
3748343,Apenas existe similitud,2,27446,10842,27446_10842
3748377,Completamente diferente,1,55093,38000,55093_38000
3748368,Poca similitud,3,37485,22840,37485_22840
3748368,Completamente diferente,1,3348,25047,3348_25047
3748380,Completamente diferente,1,31722,34125,31722_34125
3748368,Apenas existe similitud,2,37485,27790,37485_27790
3748380,Completamente diferente,1,66730,28616,66730_28616
3748378,Completamente diferente,1,26165,12971,26165_12971
3748377,Similitud básic,4,62264,3071,62264_3071
3748342,Apenas existe similitud,2,28616,8719,28616_8719
3748380,Completamente diferente,1,32204,6632,32204_6632
3748377,Poca similitud,3,8851,21856,8851_21856
3748368,Poca similitud,3,37461,11142,37461_11142
3748377,Poca similitud,3,5439,11142,5439_11142
3748380,Completamente diferente,1,26165,24369,26165_24369
3748380,Completamente diferente,1,29094,69868,29094_69868
3748377,Poca similitud,3,235,16872,235_16872
3748378,Completamente diferente,1,32204,6632,32204_6632
3748368,Completamente diferente,1,29590,2134,29590_2134
3748377,Completamente diferente,1,22840,29590,22840_29590
3748368,Poca similitud,3,38000,48594,38000_48594
3748380,Apenas existe similitud,2,34119,27790,34119_27790
3748348,Apenas existe similitud,2,5439,235,5439_235
3748368,Completamente diferente,1,12971,6632,12971_6632
3748377,Apenas existe similitud,2,7291,36583,7291_36583
3748378,Apenas existe similitud,2,48054,22840,48054_22840
3748377,Completamente diferente,1,66730,1868,66730_1868
3748380,Completamente diferente,1,14975,48594,14975_48594
3748380,Completamente diferente,1,34119,26165,34119_26165
3748343,Apenas existe similitud,2,16987,22840,16987_22840
3748343,Completamente diferente,1,55093,22822,55093_22822
3748377,Apenas existe similitud,2,8851,55236,8851_55236
3748343,Apenas existe similitud,2,37741,76075,37741_76075
3748377,Completamente diferente,1,28616,29590,28616_29590
3748343,Apenas existe similitud,2,3071,2134,3071_2134
3748377,Apenas existe similitud,2,5439,33088,5439_33088
3748382,Completamente diferente,1,34125,38000,34125_38000
3748343,Apenas existe similitud,2,37461,16872,37461_16872
3748377,Completamente diferente,1,31841,10052,31841_10052
3748380,Completamente diferente,1,31841,21856,31841_21856
3748380,Completamente diferente,1,48054,37194,48054_37194
3748380,Completamente diferente,1,35331,16872,35331_16872
3748377,Poca similitud,3,235,72281,235_72281
3748380,Completamente diferente,1,5088,10052,5088_10052
3748380,Completamente diferente,1,55093,6632,55093_6632
3748377,Completamente diferente,1,66730,31722,66730_31722
3748343,Apenas existe similitud,2,31722,37194,31722_37194
3748343,Apenas existe similitud,2,48054,55236,48054_55236
3748382,Completamente diferente,1,25639,15357,25639_15357
3748380,Poca similitud,3,33088,52438,33088_52438
3748343,Completamente diferente,1,3071,29590,3071_29590
3748343,Completamente diferente,1,72281,29590,72281_29590
3748346,Completamente diferente,1,14251,46366,14251_46366
3748348,Completamente diferente,1,6632,37194,6632_37194
3748348,Similitud notable /faltan detalles,5,52438,14975,52438_14975
3748355,Completamente diferente,1,8863,29590,8863_29590
3748343,Completamente diferente,1,30582,26165,30582_26165
3748342,Completamente diferente,1,29590,25047,29590_25047
3748343,Apenas existe similitud,2,37485,7727,37485_7727
3748343,Completamente diferente,1,1868,26165,1868_26165
3748357,Poca similitud,3,5439,235,5439_235
3748377,Completamente diferente,1,6632,69868,6632_69868
3748343,Apenas existe similitud,2,8851,27790,8851_27790
3748343,Completamente diferente,1,66730,3348,66730_3348
3748346,Completamente diferente,1,29590,12971,29590_12971
3748343,Completamente diferente,1,34119,29590,34119_29590
3748343,Apenas existe similitud,2,10842,69868,10842_69868
3748343,Completamente diferente,1,29590,2134,29590_2134
3748377,Apenas existe similitud,2,5439,76075,5439_76075
3748343,Apenas existe similitud,2,21227,2134,21227_2134
3748377,Completamente diferente,1,55093,32204,55093_32204
3748342,Completamente diferente,1,55093,27790,55093_27790
3748376,Apenas existe similitud,2,48054,19354,48054_19354
3748378,Poca similitud,3,69790,38000,69790_38000
3748394,Similitud Sobresaliente,6,25639,16872,25639_16872
3747469,Poca similitud,3,33088,24450,33088_24450
3748343,Apenas existe similitud,2,14251,10052,14251_10052
